Student_ID,Age,Gender,City,Province,CGPA,Performance_Class,Family_Income_PKR,Parents_Education,Study_Hours_Per_Week,Attendance_Percentage,Internet_Access,Private_Tuition,Device_Available,Electricity_Availability,School_Type,Medium_of_Instruction,Distance_to_Institute_km,Transport_Mode,Parental_Support_Level,Health_Issues,Part_Time_Job,Extra_Curricular,Motivation_Level
730,20,Male,Peshawar,Punjab,3.25,Good,Middle (60k-120k),Matric,22,68,Yes,No,Desktop,Frequent Outages,Public,English,10.1,Walk,High,Minor,No,None,Low
731,18,Female,Charsadda,Gilgit Baltistan,3.25,Good,High (>250k),Primary,24,68,No,No,Mobile,Consistent,Semi-Government,English,27.1,Van,Medium,Chronic,No,Sports,Low
732,17,Female,Peshawar,Azad Kashmir,3.26,Good,Middle (60k-120k),Matric,8,73,No,Yes,Desktop,Frequent Outages,Semi-Government,English,13.8,Walk,High,Minor,No,None,Medium
733,18,Female,Bahawalpur,KPK,3.26,Good,High (>250k),Intermediate,33,57,No,Yes,None,Frequent Outages,Public,Urdu,27.4,Car,High,Minor,Yes,Clubs,Medium
734,25,Male,Faisalabad,KPK,3.26,Good,High (>250k),Graduate,19,59,Yes,No,None,Consistent,Semi-Government,Urdu,17.1,Car,High,Minor,Yes,None,Low
735,17,Male,Mansehra,Gilgit Baltistan,3.26,Good,Low (<30k),Intermediate,6,60,No,No,Laptop,Consistent,Private,Urdu,12.8,Bus,High,None,No,Sports,Medium
736,25,Female,Bannu,Azad Kashmir,3.27,Good,Middle (60k-120k),Matric,6,67,Yes,Yes,Mobile,Consistent,Semi-Government,English,2.1,Walk,Medium,None,No,None,Low
737,24,Male,Mirpur,KPK,3.27,Good,Low (<30k),Matric,14,91,No,No,Mobile,Consistent,Private,English,15.7,Bus,Medium,Minor,No,None,High
738,21,Male,Hunza,Azad Kashmir,3.27,Good,Upper-Middle (120k-250k),Primary,31,74,Yes,Yes,None,Consistent,Public,English,5.3,Van,Medium,None,Yes,None,High
739,21,Male,Gilgit,Azad Kashmir,3.27,Good,Lower-Middle (30k-60k),Primary,26,80,Yes,Yes,None,Consistent,Private,English,27.5,Van,Low,Minor,No,Sports,Low
740,17,Female,Skardu,Punjab,3.28,Good,Middle (60k-120k),Postgraduate,25,67,No,No,None,Consistent,Private,Urdu,31.0,Car,Medium,None,No,Sports,Medium
741,22,Male,Abbottabad,Gilgit Baltistan,3.28,Good,High (>250k),Intermediate,12,86,Yes,Yes,Desktop,Frequent Outages,Semi-Government,English,25.7,Walk,Medium,Chronic,Yes,Sports,High
742,20,Female,Kotli,KPK,3.28,Good,Low (<30k),Graduate,8,84,No,No,Laptop,Frequent Outages,Private,English,2.4,Bus,High,Minor,No,Sports,Low
743,20,Female,Gujranwala,KPK,3.28,Good,High (>250k),Primary,9,78,No,No,Mobile,Consistent,Public,Urdu,17.7,Van,Low,None,No,Sports,Low
744,23,Female,Bahawalpur,Punjab,3.28,Good,Upper-Middle (120k-250k),Primary,20,66,Yes,Yes,Mobile,Frequent Outages,Private,English,16.4,Bus,High,None,Yes,Sports,High
745,18,Female,Dir,Punjab,3.29,Good,Middle (60k-120k),Postgraduate,23,81,Yes,No,Laptop,Consistent,Private,Urdu,5.5,Bike,Medium,None,Yes,None,Low
746,18,Male,Mirpur,Punjab,3.29,Good,Middle (60k-120k),Matric,15,79,Yes,No,Desktop,Consistent,Public,English,24.4,Bus,Low,Chronic,No,Sports,Low
747,22,Male,Sargodha,Punjab,3.29,Good,Middle (60k-120k),Intermediate,38,84,Yes,No,Desktop,Frequent Outages,Public,English,33.2,Van,High,Minor,No,None,High
748,19,Female,Swat,Gilgit Baltistan,3.29,Good,Lower-Middle (30k-60k),Postgraduate,11,72,No,No,Laptop,Frequent Outages,Private,English,11.0,Van,Low,Minor,No,Clubs,Low
749,17,Male,Dir,KPK,3.3,Good,High (>250k),Postgraduate,25,84,Yes,Yes,Laptop,Frequent Outages,Private,Urdu,20.2,Walk,Medium,Minor,Yes,Clubs,High
750,22,Male,Swat,Gilgit Baltistan,3.3,Good,Upper-Middle (120k-250k),Intermediate,10,79,No,Yes,Laptop,Consistent,Semi-Government,Urdu,1.8,Bike,Medium,Chronic,No,None,Low
751,17,Male,Sialkot,KPK,3.3,Good,High (>250k),Postgraduate,15,87,No,No,Desktop,Frequent Outages,Private,Urdu,2.6,Car,Low,Minor,Yes,Clubs,High
752,20,Male,Mardan,Azad Kashmir,3.3,Good,Upper-Middle (120k-250k),Postgraduate,20,84,No,No,Laptop,Consistent,Private,English,1.8,Walk,Medium,Chronic,Yes,None,Medium
753,21,Female,Charsadda,Punjab,3.31,Good,Middle (60k-120k),Postgraduate,28,68,Yes,Yes,Laptop,Consistent,Public,English,32.6,Bike,Low,None,No,Sports,Medium
754,18,Male,Mardan,KPK,3.31,Good,High (>250k),Primary,8,79,No,Yes,None,Frequent Outages,Semi-Government,English,15.5,Van,High,Chronic,Yes,Sports,High
755,20,Female,Kotli,KPK,3.31,Good,Middle (60k-120k),Primary,18,77,No,Yes,Mobile,Consistent,Private,English,11.8,Van,Low,Chronic,No,Clubs,High
756,25,Male,Bannu,Punjab,3.31,Good,Upper-Middle (120k-250k),Matric,9,59,No,Yes,Laptop,Consistent,Semi-Government,Urdu,10.2,Car,High,None,No,None,Medium
757,22,Female,Rahim Yar Khan,Azad Kashmir,3.32,Good,Upper-Middle (120k-250k),Postgraduate,36,90,No,No,Mobile,Consistent,Semi-Government,Urdu,6.6,Bus,High,None,Yes,None,Low
758,21,Male,Diamer,KPK,3.32,Good,Upper-Middle (120k-250k),Intermediate,30,64,Yes,No,None,Consistent,Private,English,4.8,Car,Medium,Minor,No,None,Low
759,19,Female,Bannu,Punjab,3.32,Good,Middle (60k-120k),Intermediate,24,78,Yes,No,Mobile,Frequent Outages,Semi-Government,English,18.7,Van,Medium,None,No,None,Medium
760,18,Female,Mardan,Punjab,3.32,Good,High (>250k),Postgraduate,23,66,No,Yes,Laptop,Frequent Outages,Private,English,6.4,Bike,High,Chronic,No,None,High
761,20,Male,Charsadda,KPK,3.33,Good,High (>250k),Matric,10,82,No,No,Mobile,Consistent,Private,English,16.2,Bus,High,None,Yes,Clubs,High
762,20,Male,Bannu,Azad Kashmir,3.33,Good,High (>250k),Matric,30,99,Yes,No,None,Consistent,Private,English,1.4,Bus,Medium,None,Yes,Sports,Medium
763,18,Male,Muzaffarabad,Punjab,3.33,Good,Middle (60k-120k),Postgraduate,32,65,Yes,No,Mobile,Consistent,Semi-Government,Urdu,32.8,Van,Low,None,No,Sports,High
764,23,Female,Chiniot,Azad Kashmir,3.33,Good,Upper-Middle (120k-250k),Matric,34,82,Yes,Yes,Mobile,Consistent,Semi-Government,English,26.6,Car,Medium,Minor,No,Clubs,High
765,23,Female,Peshawar,Gilgit Baltistan,3.34,Good,Middle (60k-120k),Postgraduate,29,68,No,Yes,Desktop,Consistent,Public,English,20.5,Van,Low,None,Yes,None,Low
766,24,Female,Peshawar,Gilgit Baltistan,3.34,Good,Middle (60k-120k),Matric,9,64,No,No,Laptop,Consistent,Public,English,22.1,Bike,Low,Minor,No,None,Low
767,23,Male,Gilgit,Gilgit Baltistan,3.34,Good,Low (<30k),Postgraduate,20,58,Yes,No,Mobile,Consistent,Private,Urdu,34.2,Van,Medium,Chronic,No,None,Medium
768,24,Male,Swat,Punjab,3.34,Good,Low (<30k),Primary,24,79,Yes,Yes,Desktop,Consistent,Semi-Government,English,17.2,Bus,High,Minor,Yes,Clubs,High
769,18,Female,Mirpur,KPK,3.35,Good,Lower-Middle (30k-60k),Primary,11,93,Yes,No,Desktop,Frequent Outages,Semi-Government,Urdu,25.7,Van,High,Minor,Yes,None,Low
770,22,Male,Sialkot,Gilgit Baltistan,3.35,Good,Lower-Middle (30k-60k),Matric,16,75,No,No,None,Consistent,Public,English,32.1,Car,Medium,None,No,Sports,High
771,20,Male,Bannu,KPK,3.35,Good,Low (<30k),Intermediate,27,90,No,Yes,None,Frequent Outages,Private,English,3.7,Van,High,Minor,Yes,None,High
772,23,Female,Bannu,Punjab,3.35,Good,Middle (60k-120k),Matric,6,63,No,Yes,Laptop,Frequent Outages,Public,Urdu,16.1,Walk,Low,Minor,No,Sports,High
773,21,Male,Faisalabad,Punjab,3.35,Good,Upper-Middle (120k-250k),Matric,11,93,Yes,Yes,Laptop,Frequent Outages,Private,Urdu,33.0,Van,Medium,Chronic,No,Sports,Medium
774,17,Male,Rahim Yar Khan,Punjab,3.36,Good,Lower-Middle (30k-60k),Intermediate,12,98,Yes,Yes,Mobile,Frequent Outages,Semi-Government,English,27.3,Van,High,Chronic,Yes,Sports,Medium
775,21,Female,Bhimber,KPK,3.36,Good,Upper-Middle (120k-250k),Matric,16,83,Yes,Yes,Desktop,Frequent Outages,Semi-Government,Urdu,18.9,Bike,Medium,None,Yes,Sports,High
776,20,Male,Multan,KPK,3.36,Good,High (>250k),Postgraduate,29,71,Yes,Yes,Mobile,Consistent,Semi-Government,English,17.2,Car,Medium,Chronic,No,Sports,Medium
777,25,Female,Lahore,Punjab,3.36,Good,High (>250k),Matric,22,79,No,Yes,Mobile,Consistent,Public,Urdu,17.3,Bus,High,Minor,No,Sports,Medium
778,19,Female,Mirpur,KPK,3.37,Good,Middle (60k-120k),Primary,17,64,No,No,Laptop,Consistent,Public,English,12.7,Bus,Low,Minor,No,None,Medium
779,25,Female,Peshawar,KPK,3.37,Good,Low (<30k),Intermediate,37,86,No,Yes,Laptop,Frequent Outages,Public,Urdu,24.8,Walk,High,None,No,Clubs,Medium
780,20,Male,Muzaffarabad,Azad Kashmir,3.37,Good,Lower-Middle (30k-60k),Primary,16,93,Yes,No,Desktop,Consistent,Semi-Government,English,13.0,Walk,Medium,None,Yes,Clubs,High
781,19,Male,Bannu,KPK,3.37,Good,Middle (60k-120k),Matric,31,88,No,No,Laptop,Frequent Outages,Public,Urdu,26.9,Bus,Medium,Minor,Yes,Clubs,Low
782,18,Female,Okara,KPK,3.38,Good,Upper-Middle (120k-250k),Matric,37,64,No,Yes,Laptop,Consistent,Private,Urdu,19.6,Bus,Low,None,Yes,Clubs,High
783,23,Male,Bhimber,KPK,3.38,Good,Low (<30k),Primary,32,80,No,Yes,Mobile,Consistent,Public,Urdu,2.5,Van,Low,Minor,No,Clubs,Medium
784,21,Female,Lahore,Gilgit Baltistan,3.38,Good,Low (<30k),Graduate,26,65,Yes,Yes,None,Frequent Outages,Semi-Government,Urdu,26.0,Bus,Medium,Minor,Yes,None,High
785,23,Male,Skardu,Gilgit Baltistan,3.38,Good,High (>250k),Intermediate,21,55,No,No,Mobile,Consistent,Private,English,8.2,Bus,High,Chronic,No,Clubs,Medium
786,24,Female,Lahore,Azad Kashmir,3.39,Good,High (>250k),Graduate,12,59,Yes,Yes,None,Frequent Outages,Private,Urdu,33.0,Bus,Medium,Minor,No,Sports,Medium
787,25,Male,Gilgit,Azad Kashmir,3.39,Good,Upper-Middle (120k-250k),Intermediate,28,56,Yes,Yes,Mobile,Consistent,Private,English,18.8,Walk,Medium,None,Yes,Clubs,Medium
788,23,Male,Diamer,Punjab,3.39,Good,Low (<30k),Graduate,24,55,Yes,No,None,Frequent Outages,Private,Urdu,12.4,Walk,Low,Minor,Yes,Sports,Low
789,21,Female,Muzaffarabad,Punjab,3.39,Good,Upper-Middle (120k-250k),Intermediate,30,70,No,Yes,Desktop,Frequent Outages,Public,Urdu,14.7,Van,High,None,Yes,Sports,High
790,23,Male,Mardan,Punjab,3.4,Good,Middle (60k-120k),Postgraduate,34,74,No,No,Laptop,Frequent Outages,Semi-Government,Urdu,1.9,Bike,Low,None,Yes,None,High
791,21,Male,Mirpur,Punjab,3.4,Good,High (>250k),Postgraduate,39,79,No,No,Mobile,Consistent,Public,English,10.5,Bike,High,None,Yes,Clubs,Medium
792,22,Female,Diamer,KPK,3.4,Good,Upper-Middle (120k-250k),Primary,12,97,No,No,Mobile,Consistent,Semi-Government,Urdu,2.9,Walk,High,None,No,Clubs,Low
793,24,Female,Lahore,Azad Kashmir,3.4,Good,Lower-Middle (30k-60k),Intermediate,19,67,No,Yes,Desktop,Consistent,Public,English,13.7,Van,Medium,Minor,Yes,Sports,Low
794,21,Female,Peshawar,Punjab,3.41,Good,Upper-Middle (120k-250k),Postgraduate,11,84,Yes,Yes,Mobile,Consistent,Private,English,20.9,Walk,Medium,None,No,None,Medium
795,17,Male,Dir,Punjab,3.41,Good,Lower-Middle (30k-60k),Primary,24,95,No,No,None,Consistent,Public,Urdu,11.4,Van,Low,None,Yes,Clubs,Low
796,22,Female,Lahore,KPK,3.41,Good,Upper-Middle (120k-250k),Matric,29,89,Yes,No,Desktop,Frequent Outages,Semi-Government,Urdu,13.7,Van,High,Chronic,No,Clubs,Low
797,19,Female,Bahawalpur,Punjab,3.41,Good,Lower-Middle (30k-60k),Primary,24,98,No,No,None,Consistent,Private,English,34.9,Bus,Low,None,No,Sports,Low
798,22,Female,Bhimber,Azad Kashmir,3.41,Good,Upper-Middle (120k-250k),Matric,20,85,No,No,Desktop,Frequent Outages,Semi-Government,Urdu,15.5,Bike,High,Minor,Yes,Clubs,High
799,21,Female,Bhimber,KPK,3.42,Good,Low (<30k),Postgraduate,11,55,Yes,No,None,Consistent,Private,Urdu,27.1,Walk,Medium,Chronic,Yes,None,High
800,22,Male,Gilgit,Punjab,3.42,Good,Low (<30k),Postgraduate,37,91,Yes,Yes,Mobile,Frequent Outages,Public,Urdu,19.5,Walk,High,None,Yes,Sports,High
801,18,Male,Hunza,KPK,3.42,Good,Low (<30k),Postgraduate,9,99,Yes,Yes,Laptop,Consistent,Private,Urdu,19.7,Walk,Low,None,No,Sports,Medium
802,24,Male,Gilgit,Punjab,3.42,Good,Low (<30k),Graduate,33,79,Yes,No,Mobile,Frequent Outages,Public,Urdu,12.3,Car,Medium,Minor,Yes,None,High
803,21,Female,Charsadda,Azad Kashmir,3.43,Good,High (>250k),Primary,35,93,No,No,None,Consistent,Semi-Government,English,0.9,Car,High,Chronic,No,Clubs,Low
804,21,Female,Skardu,KPK,3.43,Good,High (>250k),Graduate,39,57,No,No,Mobile,Frequent Outages,Semi-Government,English,11.7,Van,High,None,Yes,Sports,Low
805,21,Male,Kotli,Punjab,3.43,Good,Lower-Middle (30k-60k),Intermediate,17,75,Yes,No,None,Consistent,Private,English,32.4,Car,Medium,Chronic,Yes,Sports,Medium
806,19,Male,Peshawar,Azad Kashmir,3.43,Good,Lower-Middle (30k-60k),Postgraduate,33,79,No,Yes,Desktop,Consistent,Private,English,16.4,Van,Low,Chronic,No,Sports,Medium
807,25,Male,Skardu,Punjab,3.44,Good,Low (<30k),Intermediate,34,90,No,No,Mobile,Consistent,Private,English,20.1,Bus,Medium,Chronic,No,Sports,Low
808,24,Female,Sialkot,Punjab,3.44,Good,Middle (60k-120k),Postgraduate,20,79,No,Yes,None,Frequent Outages,Public,Urdu,3.8,Bus,Medium,Minor,No,Clubs,Medium
809,23,Female,Mansehra,KPK,3.44,Good,Low (<30k),Postgraduate,37,71,Yes,No,Mobile,Frequent Outages,Public,Urdu,28.5,Van,Low,Chronic,No,Sports,High
810,23,Male,Sargodha,Azad Kashmir,3.44,Good,Middle (60k-120k),Primary,22,56,No,No,None,Consistent,Semi-Government,Urdu,21.4,Walk,High,Chronic,No,Clubs,Medium
811,25,Male,Muzaffarabad,KPK,3.45,Good,Lower-Middle (30k-60k),Primary,6,85,No,Yes,None,Frequent Outages,Public,Urdu,24.8,Bus,Medium,Minor,No,None,Low
812,17,Female,Bhimber,KPK,3.45,Good,Upper-Middle (120k-250k),Intermediate,33,56,No,No,Mobile,Consistent,Public,Urdu,29.0,Walk,Low,Minor,Yes,Sports,High
813,23,Female,Gujranwala,Gilgit Baltistan,3.45,Good,Low (<30k),Primary,7,76,Yes,No,Mobile,Frequent Outages,Private,English,7.4,Car,Medium,Minor,Yes,None,Medium
814,19,Female,Okara,Punjab,3.45,Good,Upper-Middle (120k-250k),Primary,30,84,Yes,No,Mobile,Consistent,Public,Urdu,8.5,Car,Low,Minor,No,Sports,Low
815,23,Female,Sargodha,Punjab,3.46,Good,High (>250k),Primary,18,86,No,No,Mobile,Frequent Outages,Public,English,31.8,Car,Low,Minor,Yes,Clubs,Medium
816,25,Male,Rahim Yar Khan,Azad Kashmir,3.46,Good,Lower-Middle (30k-60k),Primary,9,98,Yes,Yes,Mobile,Frequent Outages,Private,English,13.3,Bus,Medium,Minor,Yes,None,Low
817,21,Male,Lahore,Azad Kashmir,3.46,Good,Lower-Middle (30k-60k),Graduate,23,56,No,No,Mobile,Frequent Outages,Private,English,16.7,Van,High,Minor,Yes,None,High
818,24,Female,Gilgit,KPK,3.46,Good,Low (<30k),Intermediate,33,67,Yes,No,Mobile,Frequent Outages,Private,Urdu,2.9,Car,High,None,Yes,Clubs,High
819,25,Female,Diamer,KPK,3.47,Good,Lower-Middle (30k-60k),Intermediate,8,93,Yes,No,Mobile,Frequent Outages,Semi-Government,Urdu,2.2,Van,High,Chronic,Yes,None,Low
820,20,Female,Gilgit,KPK,3.47,Good,Lower-Middle (30k-60k),Postgraduate,25,82,Yes,No,Mobile,Frequent Outages,Semi-Government,English,9.2,Walk,Medium,None,Yes,Sports,Medium
821,20,Male,Dir,Punjab,3.47,Good,High (>250k),Primary,13,80,No,Yes,Desktop,Frequent Outages,Private,English,7.1,Van,Medium,None,No,Clubs,Medium
822,21,Male,Dir,Punjab,3.47,Good,Low (<30k),Postgraduate,15,56,Yes,No,None,Consistent,Public,English,10.0,Bus,High,Chronic,No,None,High
823,17,Male,Peshawar,KPK,3.47,Good,Middle (60k-120k),Primary,36,74,No,No,Laptop,Consistent,Semi-Government,Urdu,30.1,Bus,Medium,Minor,No,None,High
824,19,Male,Bhimber,KPK,3.48,Good,Lower-Middle (30k-60k),Intermediate,20,66,No,No,Desktop,Consistent,Private,Urdu,18.7,Van,Low,Minor,Yes,None,Low
825,25,Female,Diamer,Gilgit Baltistan,3.48,Good,Upper-Middle (120k-250k),Graduate,7,58,Yes,No,Mobile,Consistent,Public,Urdu,10.8,Bike,Low,Minor,Yes,None,Medium
826,25,Female,Bahawalpur,KPK,3.48,Good,Upper-Middle (120k-250k),Postgraduate,17,59,No,No,Laptop,Frequent Outages,Public,English,3.8,Walk,High,None,No,None,High
827,19,Female,Mansehra,Punjab,3.48,Good,High (>250k),Graduate,35,79,Yes,No,Desktop,Frequent Outages,Public,Urdu,13.9,Van,High,None,No,Sports,Low
828,22,Male,Mardan,Azad Kashmir,3.49,Good,Low (<30k),Graduate,15,88,No,Yes,Desktop,Consistent,Private,English,8.7,Walk,High,Chronic,No,Clubs,Low
829,23,Female,Skardu,Punjab,3.49,Good,Lower-Middle (30k-60k),Intermediate,35,71,No,No,Laptop,Consistent,Public,Urdu,31.8,Car,High,None,Yes,None,Medium
830,25,Female,Mardan,Punjab,3.49,Good,Lower-Middle (30k-60k),Matric,37,76,Yes,No,Desktop,Consistent,Semi-Government,English,15.0,Walk,Low,Minor,No,None,High
831,17,Female,Bhimber,KPK,3.49,Good,Low (<30k),Primary,36,67,No,Yes,Laptop,Consistent,Semi-Government,Urdu,34.0,Bike,Medium,Minor,Yes,None,Medium
832,24,Female,Okara,Azad Kashmir,3.5,Good,Middle (60k-120k),Matric,13,62,No,No,Laptop,Consistent,Semi-Government,Urdu,34.7,Bus,Medium,Minor,Yes,None,High
833,20,Female,Sargodha,Punjab,3.5,Good,Lower-Middle (30k-60k),Matric,39,96,Yes,No,None,Frequent Outages,Private,English,24.2,Bike,High,Minor,No,Clubs,Low
834,24,Male,Bahawalpur,KPK,3.5,Good,High (>250k),Graduate,38,89,Yes,No,None,Frequent Outages,Public,English,32.1,Walk,Low,Chronic,No,Clubs,Medium
835,25,Male,Chiniot,KPK,3.5,Good,Lower-Middle (30k-60k),Matric,22,90,No,No,Laptop,Consistent,Semi-Government,Urdu,29.0,Bus,Medium,Chronic,Yes,Clubs,High
836,22,Male,Abbottabad,KPK,3.51,Good,Middle (60k-120k),Matric,24,90,Yes,Yes,Laptop,Consistent,Private,Urdu,29.5,Walk,Medium,Chronic,Yes,Sports,Low
837,22,Male,Abbottabad,Gilgit Baltistan,3.51,Good,Lower-Middle (30k-60k),Matric,24,93,Yes,Yes,None,Frequent Outages,Semi-Government,Urdu,10.2,Car,High,None,No,None,Low
838,17,Male,Gilgit,Azad Kashmir,3.51,Good,High (>250k),Primary,7,70,No,No,None,Frequent Outages,Private,English,0.8,Bus,Low,Minor,Yes,Clubs,Medium
839,23,Female,Mansehra,Gilgit Baltistan,3.51,Good,Lower-Middle (30k-60k),Postgraduate,8,78,Yes,Yes,Desktop,Consistent,Semi-Government,English,28.2,Van,Low,Minor,Yes,Clubs,High
840,21,Male,Okara,Punjab,3.52,Good,High (>250k),Postgraduate,36,82,No,No,Mobile,Frequent Outages,Public,Urdu,34.8,Bike,Medium,Minor,Yes,Clubs,Medium
841,18,Male,Rahim Yar Khan,Gilgit Baltistan,3.52,Good,Lower-Middle (30k-60k),Matric,15,69,Yes,No,Desktop,Frequent Outages,Private,English,29.3,Bike,High,Minor,Yes,None,Low
842,25,Female,Charsadda,Azad Kashmir,3.52,Good,Lower-Middle (30k-60k),Matric,34,65,Yes,Yes,Desktop,Frequent Outages,Semi-Government,English,1.1,Bus,Medium,None,No,Clubs,Medium
843,20,Female,Gilgit,Punjab,3.52,Good,Middle (60k-120k),Postgraduate,29,67,Yes,Yes,Mobile,Frequent Outages,Semi-Government,Urdu,30.4,Bus,High,Minor,No,None,High
844,22,Female,Okara,Punjab,3.53,Good,Lower-Middle (30k-60k),Postgraduate,25,93,No,No,Desktop,Frequent Outages,Semi-Government,Urdu,28.4,Car,Low,Minor,Yes,Clubs,Low
845,21,Male,Bhimber,Punjab,3.53,Good,Middle (60k-120k),Graduate,39,74,No,Yes,Laptop,Frequent Outages,Public,Urdu,17.7,Car,Low,Chronic,No,Clubs,High
846,24,Female,Mansehra,Punjab,3.53,Good,Upper-Middle (120k-250k),Intermediate,31,73,Yes,No,None,Frequent Outages,Semi-Government,English,23.2,Van,Low,Chronic,No,None,Low
847,20,Female,Rahim Yar Khan,KPK,3.53,Good,Middle (60k-120k),Primary,16,90,No,Yes,Laptop,Consistent,Semi-Government,Urdu,31.0,Van,Low,Minor,Yes,Sports,High
848,23,Female,Swat,Azad Kashmir,3.53,Good,High (>250k),Intermediate,19,61,Yes,No,Desktop,Frequent Outages,Public,English,12.3,Bike,High,Minor,Yes,Clubs,High
849,23,Female,Charsadda,Gilgit Baltistan,3.54,Good,Upper-Middle (120k-250k),Matric,27,59,Yes,Yes,Desktop,Frequent Outages,Public,Urdu,22.0,Car,Low,None,Yes,Sports,Medium
850,22,Male,Abbottabad,Punjab,3.54,Good,High (>250k),Matric,21,66,Yes,No,Laptop,Frequent Outages,Private,English,13.5,Bike,Medium,Chronic,No,None,High
851,19,Female,Chiniot,KPK,3.54,Good,Upper-Middle (120k-250k),Graduate,22,76,Yes,Yes,Mobile,Consistent,Private,English,13.9,Van,High,None,No,None,High
852,24,Male,Peshawar,Azad Kashmir,3.54,Good,Upper-Middle (120k-250k),Postgraduate,26,87,Yes,Yes,Desktop,Frequent Outages,Public,English,29.1,Walk,High,Chronic,No,Sports,Medium
853,24,Male,Dir,Punjab,3.55,Good,High (>250k),Matric,25,61,Yes,Yes,Laptop,Frequent Outages,Private,Urdu,15.2,Walk,Low,None,Yes,Clubs,Medium
854,23,Male,Diamer,Azad Kashmir,3.55,Good,Upper-Middle (120k-250k),Intermediate,11,94,No,Yes,Mobile,Consistent,Private,English,16.9,Walk,Low,Chronic,Yes,Clubs,Medium
855,20,Female,Gujranwala,Punjab,3.55,Good,Upper-Middle (120k-250k),Intermediate,35,66,No,Yes,Mobile,Consistent,Private,English,2.5,Van,Medium,Chronic,Yes,Sports,Low
856,19,Female,Multan,Punjab,3.55,Good,Middle (60k-120k),Graduate,10,96,No,No,Laptop,Frequent Outages,Semi-Government,Urdu,32.3,Car,Medium,None,No,Clubs,Low
857,17,Male,Abbottabad,KPK,3.56,Good,Lower-Middle (30k-60k),Primary,32,57,No,Yes,Mobile,Frequent Outages,Public,English,12.6,Van,Low,None,Yes,Sports,Medium
858,21,Female,Gujranwala,Punjab,3.56,Good,High (>250k),Primary,33,79,No,Yes,Mobile,Consistent,Public,Urdu,7.7,Van,Medium,None,No,None,Low
859,20,Male,Mardan,Azad Kashmir,3.56,Good,Middle (60k-120k),Graduate,15,55,Yes,No,Mobile,Frequent Outages,Semi-Government,Urdu,11.2,Walk,High,Chronic,Yes,Sports,Medium
860,17,Female,Mansehra,Azad Kashmir,3.56,Good,Middle (60k-120k),Matric,28,88,No,No,Desktop,Frequent Outages,Public,English,31.1,Car,Low,Minor,Yes,Sports,Low
861,18,Male,Mardan,Punjab,3.57,Good,Lower-Middle (30k-60k),Graduate,33,69,Yes,No,Laptop,Consistent,Semi-Government,English,19.6,Car,Low,None,Yes,Sports,High
862,17,Male,Mirpur,Gilgit Baltistan,3.57,Good,Middle (60k-120k),Matric,29,88,No,Yes,None,Consistent,Public,Urdu,13.9,Van,Low,None,No,Sports,Medium
863,20,Female,Hunza,KPK,3.57,Good,Lower-Middle (30k-60k),Primary,9,63,Yes,No,Mobile,Frequent Outages,Semi-Government,English,8.7,Van,Medium,Chronic,No,None,Low
864,19,Female,Muzaffarabad,Punjab,3.57,Good,Upper-Middle (120k-250k),Matric,20,56,Yes,No,Laptop,Consistent,Private,Urdu,2.9,Bike,Low,None,Yes,None,Medium
865,17,Male,Mardan,Gilgit Baltistan,3.58,Good,Low (<30k),Graduate,32,87,Yes,Yes,Desktop,Frequent Outages,Semi-Government,Urdu,0.8,Car,Low,Chronic,No,None,Low
866,22,Female,Bahawalpur,Gilgit Baltistan,3.58,Good,Middle (60k-120k),Matric,24,89,Yes,Yes,None,Frequent Outages,Private,English,1.5,Walk,Medium,None,Yes,Clubs,High
867,25,Female,Kotli,KPK,3.58,Good,High (>250k),Matric,24,94,Yes,No,Mobile,Frequent Outages,Public,English,25.0,Bike,High,Minor,Yes,Clubs,Low
868,20,Female,Multan,Azad Kashmir,3.58,Good,Low (<30k),Intermediate,37,85,No,No,None,Consistent,Private,Urdu,12.7,Bike,Low,Chronic,Yes,Clubs,Low
869,19,Male,Bannu,Punjab,3.59,Good,Upper-Middle (120k-250k),Primary,21,77,Yes,Yes,None,Frequent Outages,Public,Urdu,3.9,Van,Low,Minor,No,Clubs,Medium
870,21,Male,Skardu,KPK,3.59,Good,Middle (60k-120k),Primary,29,66,Yes,No,Mobile,Consistent,Semi-Government,English,31.2,Bus,High,None,No,Sports,Medium
871,22,Male,Bannu,KPK,3.59,Good,High (>250k),Graduate,30,95,No,Yes,Mobile,Consistent,Semi-Government,English,20.5,Bus,Medium,None,Yes,Sports,Low
872,18,Female,Hunza,Gilgit Baltistan,3.59,Good,Middle (60k-120k),Matric,19,91,Yes,Yes,Desktop,Frequent Outages,Public,English,9.6,Bus,Medium,None,Yes,None,Low
873,24,Male,Diamer,KPK,3.59,Good,Upper-Middle (120k-250k),Intermediate,29,67,Yes,No,Mobile,Consistent,Private,Urdu,1.1,Bike,Medium,Minor,No,Sports,Medium
874,23,Female,Peshawar,KPK,3.6,Good,Upper-Middle (120k-250k),Postgraduate,39,72,Yes,No,Mobile,Frequent Outages,Public,Urdu,3.8,Bike,High,Minor,No,None,High
875,23,Female,Mansehra,Punjab,3.6,Good,Low (<30k),Postgraduate,17,61,No,No,Mobile,Frequent Outages,Public,Urdu,17.1,Bus,Medium,None,Yes,None,High
876,20,Male,Okara,Punjab,3.6,Good,Low (<30k),Intermediate,8,95,Yes,Yes,None,Consistent,Semi-Government,Urdu,5.3,Van,Low,None,Yes,Clubs,Low
